machine_name,manufacturer,release_date,machine_type,rtp_setting1,rtp_setting2,rtp_setting3,rtp_setting4,rtp_setting5,rtp_setting6,bb_setting1,bb_setting2,bb_setting3,bb_setting4,bb_setting5,bb_setting6,rb_setting1,rb_setting2,rb_setting3,rb_setting4,rb_setting5,rb_setting6,notes,source_url,source_status,source_confidence,source_query,source_candidate_count,source_reason,canonical_machine_name,manufacturer_canonical,cabinet_type,game_type,bt_flag,at_initial_setting1,at_initial_setting2,at_initial_setting3,at_initial_setting4,at_initial_setting5,at_initial_setting6,bonus_initial_setting1,bonus_initial_setting2,bonus_initial_setting3,bonus_initial_setting4,bonus_initial_setting5,bonus_initial_setting6,bonus_combined_setting1,bonus_combined_setting2,bonus_combined_setting3,bonus_combined_setting4,bonus_combined_setting5,bonus_combined_setting6,combined_initial_setting1,combined_initial_setting2,combined_initial_setting3,combined_initial_setting4,combined_initial_setting5,combined_initial_setting6,rtp_complete_setting1,rtp_complete_setting2,rtp_complete_setting3,rtp_complete_setting4,rtp_complete_setting5,rtp_complete_setting6,source_title,source_checked_at
マジカルハロウィン ボーナストリガー,Konami Amusement（コナミアミューズメント）,2025-09-22,スマスロ / ノーマル / BT,97.5,99.3,,,104.2,108.1,1/299,1/295,,,1/273,1/262,1/390,1/347,,,1/301,1/262,スマスロ/ボーナストリガー機、BB:RB確率(合算)は設定1=1/299:1/390(合算1/169)、設定2=1/295:1/347(合算1/159)、設定5=1/273:1/301(合算1/143)、設定6=1/262:1/262(合算1/131、設定6はBB:RB同確率1:1)、BT中はBT BONUS:REGULAR BONUS=1:1(全設定共通)・継続率50%、チェリー成立でBTボーナス示唆、青7BBまたはカボチャBB後はチェリー出現率上昇、カボチャBBは単独成立のみ、機械割の具体数値は未掲載(出率調査中)、ボーナス合算は設定1=1/169/設定2=1/159/設定5=1/143/設定6=1/131,https://1geki.jp/slot/lb_magihallo/,selected,0.85,マジカルハロウィン ボーナストリガー,1,title_contains,マジカルハロウィン ボーナストリガー,コナミアミューズメント,スマスロ,ノーマル,1,,,,,,,,,,,,,1/169,1/159,,,1/143,1/131,,,,,,,,,,,,,,
マジカルハロウィン8,コナミアミューズメント,2023-12-04,スマスロ / A+ART,97.7,98.7,100.6,105.1,107.2,109.2,1/319.7,1/316.6,1/313.6,1/304.8,1/299.3,1/296.5,1/374.5,1/368.2,1/364.1,1/356.2,1/352.3,1/344.9,天井:777G,https://1geki.jp/slot/l_magicalhalloween8/,selected,0.9,マジカルハロウィン8,1,title_contains,マジカルハロウィン8,コナミアミューズメント,スマスロ,A+ART,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マタドールIII,KITA DENSHI（北電子）,2025-08-04,スマスロ / ノーマル / BT,97.4,98.9,100.3,103.5,106.5,110.0,1/278.9,1/268.6,1/260.1,1/244.5,1/231.6,1/219.9,1/434.0,1/417.4,1/402.1,1/362.1,1/334.4,1/299.3,設定6機械割110%、REG確率に大きな設定差(BB+REG合算1/140以上が高設定ボーダー目安)、BT中の1枚役(バラケ目)確率は設定1-6で約128倍の差、コンドルランプ色・ボーナス終了時の上下パネル同時フラッシュが設定示唆、ボーナス合算は設定1=1/169.8/設定2=1/163.4/設定3=1/157.9/設定4=1/146.0/設定5=1/136.8/設定6=1/126.8,https://1geki.jp/slot/l_mtd3/,selected,0.85,マタドールIII,1,title_contains,マタドールIII,北電子,スマスロ,ノーマル,1,,,,,,,,,,,,,1/169.8,1/163.4,1/157.9,1/146.0,1/136.8,1/126.8,,,,,,,,,,,,,,
マッピー,メーシー,2022-02-21,A+AT,98.2,99.5,,,104.1,106.8,1/248.2,1/244.5,,,1/237.4,1/234.1,1/376.6,1/360.1,,,1/324.4,1/303.4,"設定1,2,5,6 天井なし",https://1geki.jp/slot/s_mappy/,selected,0.9,マッピー,1,title_contains,マッピー,メーシー,メダル,A+AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,北電子,2024-07-22,ノーマル,97.0,98.0,99.8,102.7,105.5,107.3,1/268.6,1/267.5,1/260.1,1/249.2,1/240.9,1/237.4,1/374.5,1/354.2,1/331.0,1/291.3,1/257.0,1/237.4,天井:非搭載,https://1geki.jp/slot/s_mrjuggler/,selected,0.9,ミスタージャグラー,1,title_contains,ミスタージャグラー,北電子,メダル,ノーマル,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミリオンゴッド‐神々の軌跡‐,MIZUHO（ミズホ）,2026-04-20,スマスロ / AT,97.2,99.1,102.1,106.9,111.7,114.6,,,,,,,,,,,,,2026年4月導入、設定6機械割114.6%・初当り1/295、設定5初当り1/455だが機械割111.7%(偶数優遇傾向)、設定1初当り1/533、AT1セット50G×純増約7.0枚、GOD揃い1/16384,https://1geki.jp/slot/l_milliongod_kiseki/,selected,0.85,ミリオンゴッド‐神々の軌跡‐,1,title_contains,ミリオンゴッド‐神々の軌跡‐,ミズホ,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
メイドインアビス,ミズホ,2023-06-05,AT,97.6,98.7,100.4,105.4,107.5,110.1,,,,,,,,,,,,,AT初当り:1/283〜1/192 天井:700G,https://1geki.jp/slot/s_miabyss/,selected,0.9,メイドインアビス,1,title_contains,メイドインアビス,ミズホ,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
モモキュンソード,ハナヤマ,2023-01-10,AT,97.9,99.3,,102.5,105.2,110.0,,,,,,,,,,,,,機械割97.9%〜110.0%(設定1〜6、SモモキュンソードDX)、AT初当り確率1/381.2(設定1)〜1/228.4(設定6)でボーナス確率より設定差大、「桃剣ボーナス」は通常時高設定優遇・AT中は逆に低設定優遇、スイカ出現率は高設定ほど優遇,https://1geki.jp/slot/s_momokyun/,selected,0.9,モモキュンソード,1,title_contains,モモキュンソード,ハナヤマ,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
モンキーターンV,YAMASA（山佐）,2023-12-04,スマスロ / AT,97.9,98.9,,104.5,110.2,114.9,,,,,,,,,,,,,AT初当り:1/299〜1/222 天井:795G+α,https://1geki.jp/slot/l_monkeyturn5/,selected,0.85,モンキーターンV,1,title_contains,モンキーターンV,山佐,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
モンキーターンⅣ,山佐,2020-05-11,AT,97.8,98.7,100.4,104.2,107.1,110.3,,,,,,,,,,,,,AT初当り:1/269〜1/160 天井:1000G,https://1geki.jp/slot/s_mkt4/,selected,0.85,モンキーターンⅣ,1,title_contains,モンキーターンⅣ,山佐,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
モンスターハンター:ワールド,エンターライズ,2020-11-16,AT,97.6,98.5,100.3,104.2,107.2,110.1,,,,,,,,,,,,,AT初当り:1/334〜1/214 天井:750G,https://1geki.jp/slot/s_mhw_gold/,selected,0.9,モンスターハンター:ワールド,1,title_contains,モンスターハンター:ワールド,エンターライズ,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
モンスターハンターライズ,Adelion（アデリオン）,2024-11-18,スマスロ / AT,97.9,98.8,100.3,105.4,110.1,114.3,,,,,,,,,,,,,AT初当り:1/330〜1/210 / 天井:CZ間800G+α(設定変更後400G+α) AT間1500G+α,https://1geki.jp/slot/l_mh_rize/,selected,0.85,モンスターハンターライズ,1,title_contains,モンスターハンターライズ,アデリオン,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
モンスターハンターワールド:アイスボーン,エンターライズ,2023-01-30,AT,97.8,98.8,100.6,105.1,107.5,110.1,,,,,,,,,,,,,AT確率:1/338〜1/242 天井:999G+α,https://1geki.jp/slot/s_mhwib/,selected,0.85,モンスターハンターワールド:アイスボーン,1,title_contains,モンスターハンターワールド:アイスボーン,エンターライズ,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨルムンガンド,YAMASA NEXT（山佐ネクスト）,2026-04-06,スマスロ / AT,97.8,98.8,100.9,104.7,109.6,113.9,,,,,,,,,,,,,CZ確率1/194.2(設定1)〜1/167.2(設定6)、AT初当り1/333.8(設定1)〜1/290.1(設定6)、BIG:REG=1:1、中段チェリーでヨルムンガンドボーナス濃厚,https://1geki.jp/slot/l_jormungand/,selected,0.9,ヨルムンガンド,1,title_contains,ヨルムンガンド,山佐ネクスト,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ラブ嬢3～Wご指名はいかがですか?～,AMTEX（アムテックス）,2023-12-04,スマスロ / AT,97.5,98.3,100.5,104.4,108.4,112.1,,,,,,,,,,,,,AT初当り:1/276〜1/185 天井:750G,https://1geki.jp/slot/l_lovejou3/,selected,0.85,ラブ嬢3～Wご指名はいかがですか?～,1,title_contains,ラブ嬢3～Wご指名はいかがですか?～,アムテックス,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リング 恐襲ノ連鎖,藤商事,2020-01-06,AT,97.5,98.6,100.4,104.2,107.0,110.1,,,,,,,,,,,,,AT初当り:1/358〜1/243 天井:896G,https://1geki.jp/slot/s_ringkyousyu/,selected,0.9,リング 恐襲ノ連鎖,1,title_contains,リング 恐襲ノ連鎖,藤商事,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リングにかけろ1 V,F（エフ）,2023-12-04,スマスロ / AT,97.8,98.9,100.7,105.4,112.9,,,,,,,,,,,,,,AT初当り:1/256〜1/192 天井:999G,https://1geki.jp/slot/l_rinkake1v/,selected,0.9,リングにかけろ1 V,1,title_contains,リングにかけろ1 V,エフ,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ルパン三世 大航海者の秘宝,HEIWA（平和）,2024-12-02,スマスロ / AT,97.7,99.1,101.4,106.1,110.1,114.3,,,,,,,,,,,,,設定6:機械割114.3%・AT初当り1/274.9、初当りの約70%がAT直行、AT「スーパーヒーロー」純増約2.7枚/G(上位AT「盗り放題」約4.7枚/G)、天井1000G+α(設定変更後700G+α),https://1geki.jp/slot/l_lupin_totgn/,selected,0.85,ルパン三世 大航海者の秘宝,1,title_contains,ルパン三世 大航海者の秘宝,平和,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ワンパンマン,EXCITE（エキサイト）,2024-08-05,スマスロ / AT,97.6,98.9,100.7,105.1,110.4,114.9,,,,,,,,,,,,,ボーナス確率1/315.8(設定1)〜1/263.5(設定6)、CZ確率1/158.8(設定1)〜1/145.7(設定6)、機械割97.6%(設定1)〜114.9%(設定6、設定5=110.4%)、ボーナス・AT初当り確率に大きな設定差、AT/ボーナス終了画面ランクで設定示唆(S級=設定6濃厚、A級=設定4以上濃厚、B級=設定2以上濃厚),https://1geki.jp/slot/l_onepunchman/,selected,0.9,ワンパンマン,1,title_contains,ワンパンマン,エキサイト,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ワードオブライツII,ELECO（エレコ）,2024-02-05,AT,98.2,99.9,,,102.9,106.1,1/224.4,1/208.7,,,1/193.9,1/179.1,,,,,,,"BB確率(設定1,2,5,6)",https://1geki.jp/slot/s_ward_of_lights2/,selected,0.85,ワードオブライツII,1,title_contains,ワードオブライツII,エレコ,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヱヴァンゲリヲン ～約束の扉～,Bisty（ビスティ）,2025-07-07,スマスロ / ノーマル / BT,97.7,98.9,100.7,104.5,107.0,110.0,1/300.6,1/290.0,1/281.3,1/266.4,1/254.0,1/240.9,1/569.9,1/546.1,1/508.0,1/474.9,1/442.8,1/404.5,ボーナストリガー機(Aタイプ)、設定6機械割110.0%、AT概念なし・ボーナス確率に設定差、設定6は初当たり軽め・投資安定・確定演出が出やすい、ボーナス合算は設定1=1/196.8/設定2=1/189.4/設定3=1/181.0/設定4=1/170.7/設定5=1/161.4/設定6=1/151.0,https://1geki.jp/slot/lb_eva/,selected,0.85,ヱヴァンゲリヲン ～約束の扉～,1,title_contains,ヱヴァンゲリヲン ～約束の扉～,ビスティ,スマスロ,ノーマル,1,,,,,,,,,,,,,1/196.8,1/189.4,1/181.0,1/170.7,1/161.4,1/151.0,,,,,,,,,,,,,,
一方通行 とある魔術の禁書目録,Orange(オレンジ),2024-12-16,スマスロ / AT,97.9,98.9,100.9,105.2,110.1,114.5,,,,,,,,,,,,,AT初当り確率1/370.7(設定1)〜1/266.5(設定6)、機械割97.5%〜114.9%、3種CZ確率は高設定優遇(特に「打ち止めCHANCE」に大きな設定差)、AT「一方通行RUSH」は1セット40G・純増約2.5枚,https://1geki.jp/slot/l_accelerator/,selected,0.85,一方通行 とある魔術の禁書目録,1,title_contains,一方通行 とある魔術の禁書目録,オレンジ,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
七つの魔剣が支配する,Konami Amusement（コナミアミューズメント）,2025-01-20,スマスロ / AT,97.9,99.0,101.1,105.5,108.5,111.0,,,,,,,,,,,,,設定6機械割111.0%(設定5=108.5%)、ボーナス初当り設定1=1/228.0・設定6=1/164.7、天井1000G、ST「Seven Spellblades Battle」22G継続・平均継続率約77%、ボーナス初当りは設定1=1/228.0/設定2=1/222.0/設定3=1/209.7/設定4=1/185.6/設定5=1/173.5/設定6=1/164.7,https://1geki.jp/slot/l_nanatsuma/,selected,0.9,七つの魔剣が支配する,1,title_contains,七つの魔剣が支配する,コナミアミューズメント,スマスロ,AT,0,,,,,,,1/228.0,1/222.0,1/209.7,1/185.6,1/173.5,1/164.7,,,,,,,,,,,,,,,,,,,,
不二子BT,AMTEX（アムテックス）,2025-12-22,スマスロ / ノーマル / BT,97.6,99.4,,102.9,105.4,107.4,1/252.1,1/239.2,,1/219.2,1/205.4,1/172.5,1/321.3,1/304.8,,1/278.9,1/252.1,1/227.6,スマスロ/ボーナストリガー機、機械割(下限〜完全攻略)は設定1=97.6%〜100.2%/設定2=99.4%〜102.4%/設定4=102.9%〜106.2%/設定5=105.4%〜109.0%/設定6=107.4%〜111.2%(設定3未掲載)、BIG(SBB+BB合算):REG確率は設定1=1/252.1:1/321.3(合算1/141.2)、設定2=1/239.2:1/304.8(合算1/134.0)、設定4=1/219.2:1/278.9(合算1/122.7)、設定5=1/205.4:1/252.1(合算1/113.2)、設定6=1/172.5:1/227.6(合算1/98.1)、SUPER BIG成立でBT「不二子TIME」(約1/16でボーナス当選)、ボーナス合算は設定1=1/141.2/設定2=1/134.0/設定4=1/122.7/設定5=1/113.2/設定6=1/98.1,https://1geki.jp/slot/lb_fj2/,selected,0.9,不二子BT,1,title_contains,不二子BT,アムテックス,スマスロ,ノーマル,1,,,,,,,,,,,,,1/141.2,1/134.0,,1/122.7,1/113.2,1/98.1,,,,,,,,,,,,,,
主役は銭形4,OLYMPIA（オリンピア）,2023-05-08,スマスロ / AT,98.2,98.7,100.7,104.3,109.5,114.1,,,,,,,,,,,,,AT初当り:1/365〜1/278 天井:1399ガッツ,https://1geki.jp/slot/s_zenigata4/,selected,0.9,主役は銭形4,2,title_contains,主役は銭形4,オリンピア,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主役は銭形5,OLYMPIA（オリンピア）,2025-10-06,スマスロ / AT,,97.9,99.0,103.2,107.1,112.1,,,,,,,,,,,,,疑似ボーナス×ST型AT機、設定6機械割112.1%・AT初当り1/300.5、天井1250G+α(リセット後850G)、初当り「銭形BONUS」(基本100枚)後10G+α高確率ST「ビッグタイム」突入,https://1geki.jp/slot/l_zenigata5/,selected,0.9,主役は銭形5,2,title_contains,主役は銭形5,オリンピア,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乃木坂46,KYORAKU（京楽）,2023-08-07,スマスロ / AT,97.4,98.6,,104.2,107.4,110.0,,,,,,,,,,,,,AT初当り:1/361〜1/240 天井:999G,https://1geki.jp/slot/l_nogizaka46/,selected,0.9,乃木坂46,1,title_contains,乃木坂46,京楽,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,サミー,2023-11-06,A+ART,97.7,98.7,100.5,104.4,106.3,108.1,1/277.7,1/275.4,1/273.1,1/268.6,1/264.3,1/258.0,1/414.8,1/409.6,1/399.6,1/385.5,1/372.4,1/352.3,天井:非搭載,https://1geki.jp/slot/s_eurekahievo_art/,selected,0.85,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,1,title_contains,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,サミー,メダル,A+ART,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交響詩篇エウレカセブン3 HI-EVOLUTION ZERO,サミー,2019-12-09,AT,97.8,98.9,100.5,104.3,107.4,111.2,,,,,,,,,,,,,ボーナス合算:1/276〜1/198 天井:707G,https://1geki.jp/slot/s_eureka3/,selected,0.9,交響詩篇エウレカセブン3 HI-EVOLUTION ZERO,1,title_contains,交響詩篇エウレカセブン3 HI-EVOLUTION ZERO,サミー,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交響詩篇エウレカセブン4 HI-EVOLUTION,Sammy（サミー）,2024-05-07,スマスロ / AT,97.9,98.9,100.8,105.3,110.0,113.1,,,,,,,,,,,,,AT初当り:1/381〜1/298 天井:1550WAVE,https://1geki.jp/slot/l_eureka4/,selected,0.85,交響詩篇エウレカセブン4 HI-EVOLUTION,1,title_contains,交響詩篇エウレカセブン4 HI-EVOLUTION,サミー,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
今日から俺は!! パチスロ編,Konami Amusement（コナミアミューズメント）,2024-10-07,スマスロ / AT,97.9,99.0,100.5,104.1,108.0,113.0,,,,,,,,,,,,,ボーナス合算:1/216.1〜1/165.8 天井:最大1280G+α、ボーナス合算は設定1=1/216.1/設定2=1/210.7/設定3=1/204.0/設定4=1/190.6/設定5=1/177.9/設定6=1/165.8,https://1geki.jp/slot/l_kyoukaraoreha/,selected,0.85,今日から俺は!! パチスロ編,1,title_contains,今日から俺は!! パチスロ編,コナミアミューズメント,スマスロ,AT,0,,,,,,,,,,,,,1/216.1,1/210.7,1/204.0,1/190.6,1/177.9,1/165.8,,,,,,,,,,,,,,
仮面ライダー電王,KYORAKU（京楽）,2025-03-03,スマスロ / AT,97.5,99.1,,103.0,109.1,113.1,,,,,,,,,,,,,AT確率:1/391〜1/294 天井:999G、ボーナス初当りは設定1=1/254.5/設定2=1/250.0/設定4=1/235.5/設定5=1/222.1/設定6=1/211.9,https://1geki.jp/slot/l_kmnr_deno/,selected,0.85,仮面ライダー電王,1,title_contains,仮面ライダー電王,京楽,スマスロ,AT,0,,,,,,,1/254.5,1/250.0,,1/235.5,1/222.1,1/211.9,,,,,,,,,,,,,,,,,,,,
冴えない彼女の育てかた,sabohani（サボハニ）,2024-02-05,スマスロ / AT,97.8,98.9,101.2,104.2,107.3,110.1,,,,,,,,,,,,,ボーナス確率:1/185〜1/154 天井:999G,https://1geki.jp/slot/l_sae_kano/,selected,0.85,冴えない彼女の育てかた,1,title_contains,冴えない彼女の育てかた,サボハニ,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劇場版 魔法少女まどか☆マギカ[前編]始まりの物語/[後編]永遠の物語,メーシー,2021-08-02,AT,97.3,98.5,100.1,104.4,106.7,110.0,,,,,,,,,,,,,AT確率:1/269〜1/188 天井:700G,https://1geki.jp/slot/l_madomagimov_forte/,selected,0.85,劇場版 魔法少女まどか☆マギカ[前編]始まりの物語/[後編]永遠の物語,2,title_contains,劇場版 魔法少女まどか☆マギカ[前編]始まりの物語/[後編]永遠の物語,メーシー,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,MACY（メーシー）,2019-09-02,AT,97.3,98.3,100.2,103.5,106.3,111.5,,,,,,,,,,,,,6号機、ボーナス・AT合算を設定推測指標として収録、AT純増約3.0枚/G,https://1geki.jp/slot/s_madomagi3/,selected,0.9,劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,1,title_contains,劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,メーシー,メダル,AT,0,,,,,,,,,,,,,,,,,,,1/187.2,1/166.6,1/158.5,1/153.6,1/146.3,1/123.2,,,,,,,まどか叛逆 まどマギ叛逆 スロット まどマギ3 まどか3 まどかマギカ3 まどまぎ 新台 まどか新編【スロット/パチスロ新台】解析・スペック・打ち方・設定判別・導入日・ゲーム性・天井期待値まとめ：SLOT劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,2026-08-30
化物語,GINZA（銀座）,2025-12-08,スマスロ / AT,97.9,98.9,100.9,105.0,107.8,112.1,,,,,,,,,,,,,スマスロ/ATタイプ、直AT、ゲーム数天井は最大1000G,https://1geki.jp/slot/l_bakemonogatari/,selected,1.0,化物語,1,manual_verified_distinct_machine,化物語,銀座,スマスロ,AT,0,1/265.1,1/260.7,1/252.1,1/238.8,1/230.8,1/219.6,,,,,,,,,,,,,,,,,,,,,,,,,化物語（スマスロ）解析攻略,2026-08-30
北斗の拳 宿命,サミー,2021-03-08,AT,97.8,98.8,100.4,104.3,107.1,111.1,,,,,,,,,,,,,AT初当り:1/340〜1/194 天井:800G,https://1geki.jp/slot/s_hokutosyukumei/,selected,0.9,北斗の拳 宿命,1,title_contains,北斗の拳 宿命,サミー,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北斗の拳 転生の章2,GINZA（銀座）,2026-01-05,スマスロ / AT,97.6,98.4,100.7,106.2,111.1,114.9,,,,,,,,,,,,,AT初当り(あべし):1/366.0〜1/273.1 天井:最大1536あべし(設定変更後1280あべし),https://1geki.jp/slot/l_hokuto_tensei2/,selected,0.9,北斗の拳 転生の章2,1,title_contains,北斗の拳 転生の章2,銀座,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
十字架5,ネット,2022-04-18,AT,97.6,98.6,100.5,104.3,106.2,108.1,,,,,,,,,,,,,AT確率:1/421〜1/294 天井:1000G,https://1geki.jp/slot/s_jyujika5/,selected,0.9,十字架5,1,title_contains,十字架5,ネット,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南国育ち,平和,2021-01-12,AT,97.6,98.8,100.5,105.1,108.2,110.1,,,,,,,,,,,,,ボーナス初当り:1/354〜1/298 天井:996G,https://1geki.jp/slot/nangoku30/,selected,0.9,南国育ち,3,title_contains,南国育ち,平和,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉宗,sabohani（サボハニ）,2025-04-21,スマスロ / AT,97.8,99.1,100.6,104.1,107.1,112.0,,,,,,,,,,,,,スマスロ/ATタイプ、AT純増約7.11枚/G、天井は最大999G+α,https://1geki.jp/slot/l_yoshimune/,selected,1.0,吉宗,1,manual_verified_distinct_machine,吉宗,サボハニ,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,1/378.9,1/369.6,1/358.8,1/335.1,1/318.5,1/292.4,,,,,,,吉宗（スマスロ）解析攻略,2026-08-30
吉宗(スマスロ),sabohani（サボハニ）,2025-04-21,スマスロ / AT,97.8,99.1,100.6,104.1,107.1,112.0,,,,,,,,,,,,,スマスロ/ATタイプ、AT純増約7.11枚/G、天井は最大999G+α,https://1geki.jp/slot/l_yoshimune/,selected,1.0,吉宗(スマスロ),1,manual_exact_variant,吉宗,サボハニ,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,1/378.9,1/369.6,1/358.8,1/335.1,1/318.5,1/292.4,,,,,,,吉宗（スマスロ）解析攻略,2026-08-30
吉宗RISING,sabohani（サボハニ）,2024-01-09,スマスロ / AT,97.6,98.9,101.1,105.1,107.5,111.2,,,,,,,,,,,,,AT初当り:1/268〜1/214 天井:1200G,https://1geki.jp/slot/l_ysmn_rising/,selected,0.85,吉宗RISING,1,title_contains,吉宗RISING,サボハニ,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
咲‐Saki‐ 頂上決戦,SANYO（三洋物産）,2025-08-04,スマスロ / AT,97.6,98.7,100.6,104.1,109.0,114.9,,,,,,,,,,,,,ATタイプ/スマスロ/天井(周期天井:南4局(8周期))、機械割は設定1=97.6%/設定2=98.7%/設定3=100.6%/設定4=104.1%/設定5=109.0%/設定6=114.9%、CZ初当り確率は設定1=1/184.0/設定2=1/181.7/設定3=1/176.5/設定4=1/168.5/設定5=1/158.5/設定6=1/154.2、AT初当り確率は設定1=1/398.4/設定2=1/386.4/設定3=1/365.5/設定4=1/336.3/設定5=1/304.2/設定6=1/284.0、AT「頂上決戦」、CZ内「麻雀激闘」、特打ポイント蓄積でCZ抽選,https://1geki.jp/slot/l_saki/,selected,0.85,咲‐Saki‐ 頂上決戦,1,title_contains,咲‐Saki‐ 頂上決戦,三洋物産,スマスロ,AT,0,1/398.4,1/386.4,1/365.5,1/336.3,1/304.2,1/284.0,,,,,,,,,,,,,,,,,,,,,,,,,,
回胴黙示録カイジ 狂宴,Sammy（サミー）,2025-03-03,スマスロ / AT,97.8,98.8,101.5,105.4,108.5,111.2,,,,,,,,,,,,,設定6機械割111.2%・AT初当り1/290.6(設定1は1/384.9)、設定6勝率約80%、設定2-3間/3-4間で機械割の段差大、特化ゾーン「トネガワRUSH」「ハンチョウRUSH」、ループ性能「至福のクルーンジャッジ」、ボーナス初当りは設定1=1/384.9/設定2=1/376.0/設定3=1/360.0/設定4=1/324.6/設定5=1/304.2/設定6=1/290.6,https://1geki.jp/slot/l_kaiji_ky/,selected,0.85,回胴黙示録カイジ 狂宴,1,title_contains,回胴黙示録カイジ 狂宴,サミー,スマスロ,AT,0,1/384.9,1/376.0,1/360.0,1/324.6,1/304.2,1/290.6,1/384.9,1/376.0,1/360.0,1/324.6,1/304.2,1/290.6,,,,,,,,,,,,,,,,,,,,
回胴黙示録カイジ 狂宴(スマスロ),Sammy（サミー）,2025-03-03,スマスロ / AT,97.8,98.8,101.5,105.4,108.5,111.2,,,,,,,,,,,,,設定6機械割111.2%・AT初当り1/290.6(設定1は1/384.9)、設定6勝率約80%、設定2-3間/3-4間で機械割の段差大、特化ゾーン「トネガワRUSH」「ハンチョウRUSH」、ループ性能「至福のクルーンジャッジ」、ボーナス初当りは設定1=1/384.9/設定2=1/376.0/設定3=1/360.0/設定4=1/324.6/設定5=1/304.2/設定6=1/290.6,https://1geki.jp/slot/l_kaiji_ky/,selected,0.85,回胴黙示録カイジ 狂宴,1,title_contains,回胴黙示録カイジ 狂宴,サミー,スマスロ,AT,0,1/384.9,1/376.0,1/360.0,1/324.6,1/304.2,1/290.6,1/384.9,1/376.0,1/360.0,1/324.6,1/304.2,1/290.6,,,,,,,,,,,,,,,,,,,,
